1,0.448092034
2,0.448566667
3,0.448566667
4,0.448566667
5,0.448566667
6,0.448566667
7,0.448566667
8,0.448566667
9,0.517987097
10,0.883215054
11,0.878825538
12,0.768698656
13,0.921328763
14,0.899238172
15,0.909906452
16,0.930346505
17,0.952396505
18,0.951697849
19,0.951075269
20,0.91040457
21,0.953910484
22,0.952946505
23,0.893639785
24,0.925239247
25,0.918372581
26,0.965382796
27,0.948605376
28,0.964238441
29,0.969702151
30,0.972511559
31,0.976899731
32,0.982064785
33,0.98480914
34,0.986417204
35,0.987556989
36,0.988410753
37,0.989054301
38,0.989588441
39,0.990009409
40,0.990394624
41,0.990737366
42,0.991025538
43,0.991316398
44,0.991610484
45,0.991858602
46,0.992131989
47,0.992410484
48,0.992691667
49,0.992946237
50,0.993199731
51,0.993486022
52,0.993887903
53,0.994232258
54,0.994519624
55,0.994846237
56,0.995129032
57,0.995317473
58,0.995496774
59,0.995641398
60,0.995790054
61,0.995908065
62,0.99601586
63,0.996097581
64,0.996167473
65,0.996234946
66,0.996306989
67,0.996376344
68,0.996427688
69,0.996492204
70,0.996546237
71,0.996621237
72,0.996674731
73,0.996724731
74,0.996781452
75,0.996831989
76,0.996882258
77,0.99693871
78,0.996989247
79,0.997035215
80,0.997071237
81,0.997105108
82,0.997147312
83,0.997171237
84,0.997208602
85,0.997246237
86,0.997278226
87,0.997308065
88,0.997334677
89,0.997363172
90,0.997387366
91,0.997410753
92,0.997425269
93,0.997446237
94,0.997464247
95,0.997485215
96,0.997505108
97,0.99751828
98,0.997536828
99,0.997553495
100,0.997575
101,0.997595161
102,0.997611828
103,0.997630645
104,0.997647849
105,0.997658065
106,0.997679032
107,0.997705376
108,0.997716667
109,0.997730376
110,0.997741129
111,0.997754839
112,0.997768817
113,0.997781452
114,0.997796774
115,0.997813441
116,0.997829839
117,0.99784086
118,0.997860753
119,0.997876075
120,0.997890323
121,0.997902151
122,0.997914785
123,0.997926613
124,0.997940054
125,0.997955645
126,0.99796371
127,0.99797957
128,0.997993011
129,0.998010484
130,0.998019624
131,0.998032258
132,0.998050806
133,0.998065591
134,0.998072312
135,0.998085753
136,0.998094892
137,0.998105914
138,0.99811828
139,0.99812957
140,0.99814086
141,0.998151075
142,0.998155108
143,0.998161022
144,0.99817043
145,0.998176613
146,0.998186022
147,0.99819086
148,0.998202151
149,0.99820914
150,0.998218817
151,0.998223387
152,0.998232796
153,0.998238172
154,0.998242473
155,0.998246505
156,0.99825457
157,0.99826371
158,0.998274462
159,0.998280376
160,0.998288441
161,0.998289516
162,0.998296774
163,0.998304839
164,0.998315323
165,0.998316398
166,0.998325
167,0.998327419
168,0.998328495
169,0.998332796
170,0.998337903
171,0.998344086
172,0.99835
173,0.998360215
174,0.998359677
175,0.998368548
176,0.998375538
177,0.998383065
178,0.998385753
179,0.998388978
180,0.998391935
181,0.998392742
182,0.998394892
183,0.998403763
184,0.998405108
185,0.998408602
186,0.998417473
187,0.998423656
188,0.998430376
189,0.998436022
190,0.998443548
191,0.998448118
192,0.998450269
193,0.998457796
194,0.998462097
195,0.998473656
196,0.998487097
197,0.998490054
198,0.9985
199,0.998511559
200,0.998518817
201,0.998524462
202,0.998533871
203,0.998547581
204,0.99855457
205,0.998567473
206,0.998573118
207,0.998578226
208,0.998584946
209,0.99858871
210,0.998602419
211,0.998609946
212,0.998619355
213,0.998625269
214,0.998634409
215,0.998641398
216,0.99864328
217,0.998654301
218,0.998664785
219,0.998672312
220,0.998680108
221,0.998687366
222,0.998694624
223,0.99870457
224,0.998710753
225,0.998720161
226,0.998726075
227,0.998736828
228,0.998742473
229,0.998751882
230,0.99875914
231,0.998761559
